Table Name,State Code,Distt. Code,Area Name,Total/ Rural/ Urban,Age-group,Total Persons,Total Males,Total Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational level - Literate without educational level - Persons,Educational level - Literate without educational level - Males,Educational level - Literate without educational level - Females,Educational level - Below Primary - Persons,Educational level - Below Primary - Males,Educational level - Below Primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Persons,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Males,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females,Educational level - Unclassified - Persons,Educational level - Unclassified - Males,Educational level - Unclassified - Females
C2308,2,0,State - HIMACHAL PRADESH,Total,19,125329,64860,60469,3873,1759,2114,121456,63101,58355,1933,1064,869,1790,1002,788,11500,6140,5360,13422,7349,6073,33302,17955,15347,56321,27508,28813,103,51,52,2980,1972,1008,0,0,0,105,60,45
C2308,2,0,State - HIMACHAL PRADESH,Total,20-24,643866,323720,320146,28529,11258,17271,615337,312462,302875,14858,7712,7146,11032,6014,5018,66951,34178,32773,66646,34568,32078,138759,71046,67713,216441,112405,104036,972,534,438,15790,10790,5000,83115,34713,48402,773,502,271
C2308,2,0,State - HIMACHAL PRADESH,Total,25-29,589160,290125,299035,40021,13333,26688,549139,276792,272347,16843,8316,8527,13680,6873,6807,70156,33633,36523,70923,35139,35784,137618,69611,68007,125151,67231,57920,940,569,371,6976,4929,2047,106195,50093,56102,657,398,259
C2308,2,0,State - HIMACHAL PRADESH,Total,30-34,546357,271253,275104,51795,15364,36431,494562,255889,238673,15098,7345,7753,16803,7991,8812,78653,35230,43423,71767,34593,37174,134512,70967,63545,93536,53050,40486,868,445,423,4137,2960,1177,78626,43008,35618,562,300,262
C2308,2,0,State - HIMACHAL PRADESH,Total,35-39,517966,258230,259736,72406,19713,52693,445560,238517,207043,13981,6808,7173,19995,9509,10486,95696,41859,53837,78871,38192,40679,122163,70501,51662,55992,35770,20222,827,328,499,3766,2703,1063,53702,32578,21124,567,269,298
C2308,2,0,State - HIMACHAL PRADESH,Total,40-44,445560,222269,223291,90138,23893,66245,355422,198376,157046,11500,5477,6023,21796,10588,11208,93465,39960,53505,64615,34904,29711,97588,62936,34652,25385,17476,7909,1020,370,650,4257,3054,1203,35118,23318,11800,678,293,385
C2308,2,0,State - HIMACHAL PRADESH,Total,45-49,395128,197642,197486,99623,27313,72310,295505,170329,125176,10266,4785,5481,23648,11957,11691,90117,39065,51052,51239,30012,21227,74704,53082,21622,13914,9876,4038,903,391,512,3382,2339,1043,26647,18528,8119,685,294,391
C2308,2,0,State - HIMACHAL PRADESH,Total,50-54,330687,165724,164963,99297,26490,72807,231390,139234,92156,8502,3960,4542,20198,10255,9943,71720,31482,40238,39061,25272,13789,56792,43059,13733,10561,7869,2692,872,386,486,2970,2290,680,20082,14391,5691,632,270,362
C2308,2,0,State - HIMACHAL PRADESH,Total,55-59,266860,135245,131615,91548,23733,67815,175312,111512,63800,6919,3346,3573,15992,8201,7791,53501,25065,28436,27778,19368,8410,42263,33689,8574,8230,6442,1788,859,414,445,2038,1529,509,17127,13215,3912,605,243,362
C2308,2,0,State - HIMACHAL PRADESH,Total,60-64,231372,115464,115908,107143,29883,77260,124229,85581,38648,6117,2963,3154,13883,8032,5851,36229,20016,16213,19143,14768,4375,28617,24117,4500,4985,4081,904,406,221,185,2097,1224,873,12150,9916,2234,602,243,359
C2308,2,0,State - HIMACHAL PRADESH,Total,65-69,158607,78387,80220,84556,24623,59933,74051,53764,20287,4040,2044,1996,9429,5985,3444,20558,12909,7649,11807,9419,2388,17131,14832,2299,2427,1933,494,232,116,116,1487,944,543,6412,5367,1045,528,215,313
C2308,2,0,State - HIMACHAL PRADESH,Total,70-74,130587,62119,68468,82500,26159,56341,48087,35960,12127,3432,1716,1716,7632,5259,2373,13278,8973,4305,7255,6016,1239,10217,9149,1068,1032,799,233,197,83,114,839,608,231,3710,3140,570,495,217,278
C2308,2,0,State - HIMACHAL PRADESH,Total,75-79,75706,36440,39266,50810,17460,33350,24896,18980,5916,2010,1069,941,4406,3217,1189,6961,4773,2188,3745,3139,606,4893,4513,380,408,323,85,129,65,64,348,285,63,1700,1484,216,296,112,184
C2308,2,0,State - HIMACHAL PRADESH,Total,80+,106737,48465,58272,80159,29017,51142,26578,19448,7130,2908,1483,1425,5586,4307,1279,7538,5394,2144,3587,2898,689,3872,3253,619,833,553,280,109,54,55,237,177,60,1402,1073,329,506,256,250
C2308,2,0,State - HIMACHAL PRADESH,Total,Age not stated,10163,5353,4810,2944,1336,1608,7219,4017,3202,927,571,356,965,536,429,1285,651,634,897,477,420,1349,773,576,1016,569,447,6,2,4,70,44,26,623,340,283,81,54,27
C2308,2,0,State - HIMACHAL PRADESH,Rural,All ages,6176050,3110345,3065705,1704314,672524,1031790,4471736,2437821,2033915,118621,58588,60033,559188,297122,262066,1081117,532805,548312,755572,412688,342884,1009270,598104,411166,574959,320133,254826,6542,3407,3135,41690,29502,12188,315940,181122,134818,8837,4350,4487
C2308,2,0,State - HIMACHAL PRADESH,Rural,0-6,712822,372854,339968,712822,372854,339968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,2,0,State - HIMACHAL PRADESH,Rural,7,111185,58014,53171,17698,9081,8617,93487,48933,44554,910,504,406,92130,48180,43950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,249,198
C2308,2,0,State - HIMACHAL PRADESH,Rural,8,106293,55716,50577,5540,2682,2858,100753,53034,47719,578,325,253,99988,52607,47381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,102,85
C2308,2,0,State - HIMACHAL PRADESH,Rural,9,108190,57600,50590,4093,2039,2054,104097,55561,48536,613,328,285,91191,48831,42360,12138,6306,5832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,96,59
C2308,2,0,State - HIMACHAL PRADESH,Rural,10,122334,64852,57482,5524,2771,2753,116810,62081,54729,697,381,316,62209,33407,28802,53762,28206,25556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,87,55
C2308,2,0,State - HIMACHAL PRADESH,Rural,11,115507,61000,54507,3253,1571,1682,112254,59429,52825,700,376,324,20868,11253,9615,90580,47743,42837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,57,49
C2308,2,0,State - HIMACHAL PRADESH,Rural,12,114237,60324,53913,2414,1099,1315,111823,59225,52598,655,378,277,6869,3654,3215,94238,49996,44242,9961,5151,4810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,46,54
C2308,2,0,State - HIMACHAL PRADESH,Rural,13,112678,59005,53673,2207,992,1215,110471,58013,52458,622,336,286,2896,1533,1363,68341,36276,32065,38509,19810,18699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,58,45
C2308,2,0,State - HIMACHAL PRADESH,Rural,14,115509,60319,55190,2363,1085,1278,113146,59234,53912,654,354,300,1699,881,818,35405,18850,16555,75307,39105,36202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,44,37
C2308,2,0,State - HIMACHAL PRADESH,Rural,15,115114,60443,54671,2840,1325,1515,112274,59118,53156,786,410,376,1483,788,695,18699,10162,8537,65245,34490,30755,25956,13206,12750,0,0,0,0,0,0,0,0,0,0,0,0,105,62,43
C2308,2,0,State - HIMACHAL PRADESH,Rural,16,114081,59746,54335,2621,1248,1373,111460,58498,52962,868,448,420,1355,740,615,12668,6742,5926,39900,21323,18577,56581,29201,27380,0,0,0,0,0,0,0,0,0,0,0,0,88,44,44
C2308,2,0,State - HIMACHAL PRADESH,Rural,17,112339,59015,53324,2538,1173,1365,109801,57842,51959,1033,553,480,1365,767,598,10291,5458,4833,23450,12827,10623,73575,38196,35379,0,0,0,0,0,0,0,0,0,0,0,0,87,41,46
C2308,2,0,State - HIMACHAL PRADESH,Rural,18,122520,64005,58515,3870,1790,2080,118650,62215,56435,1540,866,674,1867,1073,794,11724,6254,5470,17021,9316,7705,44421,23768,20653,40212,19671,20541,62,41,21,1714,1173,541,0,0,0,89,53,36
C2308,2,0,State - HIMACHAL PRADESH,Rural,19,111937,57345,54592,3334,1416,1918,108603,55929,52674,1760,943,817,1570,829,741,10612,5497,5115,12380,6629,5751,30806,16461,14345,48789,23806,24983,83,43,40,2509,1671,838,0,0,0,94,50,44
C2308,2,0,State - HIMACHAL PRADESH,Rural,20-24,573439,285167,288272,24885,9331,15554,548554,275836,272718,13489,6921,6568,9841,5176,4665,62148,30982,31166,61078,30861,30217,129025,64987,64038,192685,99543,93142,835,457,378,13239,9157,4082,65501,27286,38215,713,466,247
C2308,2,0,State - HIMACHAL PRADESH,Rural,25-29,523605,255016,268589,35904,11407,24497,487701,243609,244092,15233,7438,7795,12548,6149,6399,65504,30808,34696,64978,31465,33513,126942,63217,63725,112673,60132,52541,814,500,314,5720,4074,1646,82708,39462,43246,581,364,217
C2308,2,0,State - HIMACHAL PRADESH,Rural,30-34,485375,239272,246103,47578,13550,34028,437797,225722,212075,13785,6654,7131,15639,7321,8318,73989,32670,41319,66113,31189,34924,123038,64545,58493,82332,47054,35278,731,376,355,3272,2367,905,58376,33264,25112,522,282,240
C2308,2,0,State - HIMACHAL PRADESH,Rural,35-39,459275,227906,231369,67510,17684,49826,391765,210222,181543,12680,6160,6520,18702,8822,9880,90273,39252,51021,72964,35091,37873,110069,64131,45938,46579,30543,16036,656,283,373,2819,2033,786,36522,23662,12860,501,245,256
C2308,2,0,State - HIMACHAL PRADESH,Rural,40-44,394635,195137,199498,85234,21940,63294,309401,173197,136204,10449,4953,5496,20557,9911,10646,88223,37512,50711,59463,32212,27251,85141,56132,29009,19599,14041,5558,765,311,454,3184,2331,853,21413,15532,5881,607,262,345
C2308,2,0,State - HIMACHAL PRADESH,Rural,45-49,350793,173489,177304,94833,25491,69342,255960,147998,107962,9386,4352,5034,22365,11275,11090,85011,36709,48302,46678,27613,19065,63660,46751,16909,10115,7599,2516,660,317,343,2402,1667,735,15047,11448,3599,636,267,369
C2308,2,0,State - HIMACHAL PRADESH,Rural,50-54,295411,145792,149619,95204,25000,70204,200207,120792,79415,7746,3616,4130,19216,9745,9471,67757,29659,38098,35618,23349,12269,48193,37814,10379,7649,6040,1609,636,302,334,2075,1623,452,10742,8407,2335,575,237,338
C2308,2,0,State - HIMACHAL PRADESH,Rural,55-59,240093,119998,120095,88098,22614,65484,151995,97384,54611,6377,3081,3296,15287,7868,7419,50481,23692,26789,25324,18032,7292,36105,29913,6192,6132,5115,1017,655,358,297,1396,1062,334,9684,8049,1635,554,214,340
C2308,2,0,State - HIMACHAL PRADESH,Rural,60-64,212263,105331,106932,103477,28787,74690,108786,76544,32242,5702,2778,2924,13265,7741,5524,34082,19082,15000,17447,13862,3585,24622,21763,2859,3766,3287,479,281,182,99,1417,881,536,7635,6744,891,569,224,345
C2308,2,0,State - HIMACHAL PRADESH,Rural,65-69,146096,71950,74146,81753,23846,57907,64343,48104,16239,3763,1918,1845,8951,5784,3167,19073,12309,6764,10660,8878,1782,14472,13102,1370,1820,1545,275,137,87,50,967,676,291,4003,3605,398,497,200,297
C2308,2,0,State - HIMACHAL PRADESH,Rural,70-74,120932,57250,63682,79621,25348,54273,41311,31902,9409,3193,1619,1574,7191,5075,2116,12126,8530,3596,6412,5607,805,8384,7832,552,770,605,165,100,61,39,541,435,106,2125,1935,190,469,203,266
C2308,2,0,State - HIMACHAL PRADESH,Rural,75-79,69958,33561,36397,48919,16935,31984,21039,16626,4413,1871,1003,868,4092,3090,1002,6143,4475,1668,3200,2871,329,3984,3773,211,275,225,50,61,48,13,222,191,31,910,842,68,281,108,173
C2308,2,0,State - HIMACHAL PRADESH,Rural,80+,100043,45339,54704,77356,28192,49164,22687,17147,5540,2707,1391,1316,5142,4118,1024,6626,5014,1612,3037,2577,460,3065,2619,446,643,415,228,63,39,24,150,122,28,780,612,168,474,240,234
C2308,2,0,State - HIMACHAL PRADESH,Rural,Age not stated,9386,4899,4487,2825,1273,1552,6561,3626,2935,824,502,322,902,504,398,1223,621,602,827,430,397,1231,693,538,920,512,408,3,2,1,63,39,24,494,274,220,74,49,25
C2308,2,0,State - HIMACHAL PRADESH,Urban,All ages,688552,371528,317024,120552,56759,63793,568000,314769,253231,11402,5949,5453,52287,28936,23351,81878,43959,37919,71039,40231,30808,118727,68394,50333,87498,48459,39039,1977,670,1307,11723,7711,4012,130669,70042,60627,800,418,382
C2308,2,0,State - HIMACHAL PRADESH,Urban,0-6,65076,34605,30471,65076,34605,30471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,2,0,State - HIMACHAL PRADESH,Urban,7,10854,5828,5026,1787,926,861,9067,4902,4165,127,72,55,8890,4805,4085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,25
C2308,2,0,State - HIMACHAL PRADESH,Urban,8,10831,5877,4954,600,301,299,10231,5576,4655,72,35,37,10143,5535,4608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,10
C2308,2,0,State - HIMACHAL PRADESH,Urban,9,10910,5974,4936,470,250,220,10440,5724,4716,92,51,41,9351,5146,4205,986,519,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3
C2308,2,0,State - HIMACHAL PRADESH,Urban,10,12262,6795,5467,651,356,295,11611,6439,5172,96,45,51,7366,4118,3248,4136,2268,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,5
C2308,2,0,State - HIMACHAL PRADESH,Urban,11,11940,6693,5247,405,210,195,11535,6483,5052,87,44,43,2641,1550,1091,8799,4886,3913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5
C2308,2,0,State - HIMACHAL PRADESH,Urban,12,11593,6475,5118,336,179,157,11257,6296,4961,48,32,16,863,506,357,9362,5215,4147,975,538,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4
C2308,2,0,State - HIMACHAL PRADESH,Urban,13,11447,6331,5116,301,151,150,11146,6180,4966,56,38,18,413,238,175,6983,3981,3002,3692,1921,1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
C2308,2,0,State - HIMACHAL PRADESH,Urban,14,11717,6446,5271,306,154,152,11411,6292,5119,52,29,23,244,143,101,3234,1901,1333,7874,4216,3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4
C2308,2,0,State - HIMACHAL PRADESH,Urban,15,12264,6782,5482,424,225,199,11840,6557,5283,73,46,27,220,143,77,1402,837,565,7045,3928,3117,3088,1594,1494,0,0,0,0,0,0,0,0,0,0,0,0,12,9,3
C2308,2,0,State - HIMACHAL PRADESH,Urban,16,12329,6912,5417,411,247,164,11918,6665,5253,73,47,26,154,106,48,908,596,312,3710,2166,1544,7059,3741,3318,0,0,0,0,0,0,0,0,0,0,0,0,14,9,5
C2308,2,0,State - HIMACHAL PRADESH,Urban,17,12246,6706,5540,331,213,118,11915,6493,5422,88,59,29,165,121,44,747,499,248,1695,1038,657,9206,4766,4440,0,0,0,0,0,0,0,0,0,0,0,0,14,10,4
C2308,2,0,State - HIMACHAL PRADESH,Urban,18,14239,8260,5979,643,422,221,13596,7838,5758,169,121,48,270,207,63,984,741,243,1471,976,495,4331,2543,1788,6013,3036,2977,14,7,7,325,192,133,0,0,0,19,15,4
C2308,2,0,State - HIMACHAL PRADESH,Urban,19,13392,7515,5877,539,343,196,12853,7172,5681,173,121,52,220,173,47,888,643,245,1042,720,322,2496,1494,1002,7532,3702,3830,20,8,12,471,301,170,0,0,0,11,10,1
C2308,2,0,State - HIMACHAL PRADESH,Urban,20-24,70427,38553,31874,3644,1927,1717,66783,36626,30157,1369,791,578,1191,838,353,4803,3196,1607,5568,3707,1861,9734,6059,3675,23756,12862,10894,137,77,60,2551,1633,918,17614,7427,10187,60,36,24
C2308,2,0,State - HIMACHAL PRADESH,Urban,25-29,65555,35109,30446,4117,1926,2191,61438,33183,28255,1610,878,732,1132,724,408,4652,2825,1827,5945,3674,2271,10676,6394,4282,12478,7099,5379,126,69,57,1256,855,401,23487,10631,12856,76,34,42
C2308,2,0,State - HIMACHAL PRADESH,Urban,30-34,60982,31981,29001,4217,1814,2403,56765,30167,26598,1313,691,622,1164,670,494,4664,2560,2104,5654,3404,2250,11474,6422,5052,11204,5996,5208,137,69,68,865,593,272,20250,9744,10506,40,18,22
C2308,2,0,State - HIMACHAL PRADESH,Urban,35-39,58691,30324,28367,4896,2029,2867,53795,28295,25500,1301,648,653,1293,687,606,5423,2607,2816,5907,3101,2806,12094,6370,5724,9413,5227,4186,171,45,126,947,670,277,17180,8916,8264,66,24,42
C2308,2,0,State - HIMACHAL PRADESH,Urban,40-44,50925,27132,23793,4904,1953,2951,46021,25179,20842,1051,524,527,1239,677,562,5242,2448,2794,5152,2692,2460,12447,6804,5643,5786,3435,2351,255,59,196,1073,723,350,13705,7786,5919,71,31,40
C2308,2,0,State - HIMACHAL PRADESH,Urban,45-49,44335,24153,20182,4790,1822,2968,39545,22331,17214,880,433,447,1283,682,601,5106,2356,2750,4561,2399,2162,11044,6331,4713,3799,2277,1522,243,74,169,980,672,308,11600,7080,4520,49,27,22
C2308,2,0,State - HIMACHAL PRADESH,Urban,50-54,35276,19932,15344,4093,1490,2603,31183,18442,12741,756,344,412,982,510,472,3963,1823,2140,3443,1923,1520,8599,5245,3354,2912,1829,1083,236,84,152,895,667,228,9340,5984,3356,57,33,24
C2308,2,0,State - HIMACHAL PRADESH,Urban,55-59,26767,15247,11520,3450,1119,2331,23317,14128,9189,542,265,277,705,333,372,3020,1373,1647,2454,1336,1118,6158,3776,2382,2098,1327,771,204,56,148,642,467,175,7443,5166,2277,51,29,22
C2308,2,0,State - HIMACHAL PRADESH,Urban,60-64,19109,10133,8976,3666,1096,2570,15443,9037,6406,415,185,230,618,291,327,2147,934,1213,1696,906,790,3995,2354,1641,1219,794,425,125,39,86,680,343,337,4515,3172,1343,33,19,14
C2308,2,0,State - HIMACHAL PRADESH,Urban,65-69,12511,6437,6074,2803,777,2026,9708,5660,4048,277,126,151,478,201,277,1485,600,885,1147,541,606,2659,1730,929,607,388,219,95,29,66,520,268,252,2409,1762,647,31,15,16
C2308,2,0,State - HIMACHAL PRADESH,Urban,70-74,9655,4869,4786,2879,811,2068,6776,4058,2718,239,97,142,441,184,257,1152,443,709,843,409,434,1833,1317,516,262,194,68,97,22,75,298,173,125,1585,1205,380,26,14,12
C2308,2,0,State - HIMACHAL PRADESH,Urban,75-79,5748,2879,2869,1891,525,1366,3857,2354,1503,139,66,73,314,127,187,818,298,520,545,268,277,909,740,169,133,98,35,68,17,51,126,94,32,790,642,148,15,4,11
C2308,2,0,State - HIMACHAL PRADESH,Urban,80+,6694,3126,3568,2803,825,1978,3891,2301,1590,201,92,109,444,189,255,912,380,532,550,321,229,807,634,173,190,138,52,46,15,31,87,55,32,622,461,161,32,16,16
C2308,2,0,State - HIMACHAL PRADESH,Urban,Age not stated,777,454,323,119,63,56,658,391,267,103,69,34,63,32,31,62,30,32,70,47,23,118,80,38,96,57,39,3,0,3,7,5,2,129,66,63,7,5,2
C2308,3,0,State - PUNJAB,Total,All ages,27743338,14639465,13103873,9036201,4203409,4832792,18707137,10436056,8271081,566332,299936,266396,2227684,1273936,953748,4288200,2273540,2014660,3066305,1747063,1319242,4186373,2472299,1714074,2310511,1313943,996568,24287,11117,13170,234365,147801,86564,1760846,873776,887070,42234,22645,19589
C2308,3,0,State - PUNJAB,Total,0-6,3076219,1665994,1410225,3076219,1665994,1410225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,3,0,State - PUNJAB,Total,7,483280,262427,220853,108413,57896,50517,374867,204531,170336,9742,5768,3974,361448,196661,164787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3677,2102,1575
C2308,3,0,State - PUNJAB,Total,8,479447,263834,215613,56985,30352,26633,422462,233482,188980,6273,3634,2639,414174,228697,185477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1151,864
C2308,3,0,State - PUNJAB,Total,9,462602,259383,203219,38855,20650,18205,423747,238733,185014,5118,2991,2127,383886,217609,166277,33488,17417,16071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,716,539
C2308,3,0,State - PUNJAB,Total,10,537024,303757,233267,48054,25701,22353,488970,278056,210914,6157,3627,2530,352058,204901,147157,129539,68822,60717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216,706,510
C2308,3,0,State - PUNJAB,Total,11,488177,274903,213274,31502,16704,14798,456675,258199,198476,4935,2903,2032,177963,106512,71451,272914,148269,124645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,515,348
C2308,3,0,State - PUNJAB,Total,12,516955,289167,227788,35130,18591,16539,481825,270576,211249,4938,2892,2046,87038,52414,34624,353745,196653,157092,35343,18147,17196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,470,291
C2308,3,0,State - PUNJAB,Total,13,510841,283488,227353,31961,16436,15525,478880,267052,211828,4734,2772,1962,40498,23901,16597,320774,182906,137868,112168,57072,55096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,401,305
C2308,3,0,State - PUNJAB,Total,14,530405,294215,236190,36153,18874,17279,494252,275341,218911,5368,3083,2285,23149,13593,9556,213065,125777,87288,251958,132488,119470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,400,312
C2308,3,0,State - PUNJAB,Total,15,555725,309954,245771,46593,25232,21361,509132,284722,224410,6347,3772,2575,17312,10113,7199,134475,79996,54479,256084,143150,112934,94194,47261,46933,0,0,0,0,0,0,0,0,0,0,0,0,720,430,290
C2308,3,0,State - PUNJAB,Total,16,562167,311992,250175,45976,24869,21107,516191,287123,229068,6966,4055,2911,13919,8225,5694,98857,57417,41440,182963,107535,75428,212844,109521,103323,0,0,0,0,0,0,0,0,0,0,0,0,642,370,272
C2308,3,0,State - PUNJAB,Total,17,536919,299464,237455,41034,22766,18268,495885,276698,219187,7511,4483,3028,10824,6531,4293,79364,46536,32828,108444,65455,42989,289107,153330,135777,0,0,0,0,0,0,0,0,0,0,0,0,635,363,272
C2308,3,0,State - PUNJAB,Total,18,631613,355581,276032,63835,35720,28115,567778,319861,247917,10900,6466,4434,13203,8403,4800,93940,55950,37990,91853,55278,36575,174941,101501,73440,169012,82864,86148,869,604,265,12301,8357,3944,0,0,0,759,438,321
C2308,3,0,State - PUNJAB,Total,19,531259,293189,238070,46254,24513,21741,485005,268676,216329,10015,5783,4232,9402,5954,3448,71448,42450,28998,64504,37321,27183,110862,65364,45498,201994,100721,101273,950,655,295,15158,10044,5114,0,0,0,672,384,288
C2308,3,0,State - PUNJAB,Total,20-24,2776636,1465531,1311105,329468,157025,172443,2447168,1308506,1138662,64261,35203,29058,44297,28185,16112,362822,208955,153867,339054,188453,150601,492678,270513,222165,718510,388730,329780,3686,2413,1273,65981,41097,24884,352575,143180,209395,3304,1777,1527
C2308,3,0,State - PUNJAB,Total,25-29,2463861,1270405,1193456,395051,170004,225047,2068810,1100401,968409,66747,34956,31791,35073,21091,13982,308235,165901,142334,317074,178540,138534,510375,277836,232539,427004,243477,183527,1610,932,678,27825,16946,10879,371915,159158,212757,2952,1564,1388
C2308,3,0,State - PUNJAB,Total,30-34,2116539,1082533,1034006,454782,186023,268759,1661757,896510,765247,56378,28995,27383,33208,18753,14455,275739,137149,138590,255564,141419,114145,459737,259837,199900,305495,180007,125488,1172,605,567,16727,10974,5753,255035,117380,137655,2702,1391,1311
